id,title,phoneNumber,website,email,source,category
9255,"Delta 9k9 Ltd",07860540801,www.delta9k9.com," info@delta9k9.com","Sheffield Business Directory","  Security Services"
9256,"Pilgrim Investigations","0114 3030358",www.pilgrim-investigations.co.uk," info@pilgrim-investigations.co.uk","Sheffield Business Directory","  Security Services"
9257,"Sheffield Churches Council for Community Care",01142797929,http://www.scccc.co.uk," chac28z6ke@hotmail.com","Sheffield Business Directory","  Security Services"
9258,"Your investigations","0114 2096200",Www.yourinvestigations.co.uk," Contactus@yourinvestigations.co.uk","Sheffield Business Directory","  Security Services"
9259,"Acclaimed Security","0345 838 3400",https://www.acclaimed-security.com/," acclaimedsecuk123@gmail.com","Sheffield Business Directory","  Security Services"
9260,"PM SECURE","0800 612 6637",www.pm-secure.uk," info@pm-secure.uk","Sheffield Business Directory","  Security Services"
9261,"CamQuick LTD","0114 299 1411",https://www.camquick.co.uk/," jj@camquick.co.uk","Sheffield Business Directory","  Security Services"
9262,"1st Security Solutions Ltd","01302 760587",http://www.1stsecuritysolutions.co.uk," mail@1stsecuritysolutions.co.uk","Sheffield Business Directory","  Security Services"
9263,"Bespoke Signs & Graphics","01142 331155 / 07511442613",http://www.b-spokesign.co.uk," info@b-spokesign.co.uk","Sheffield Business Directory","  Sign Makers"
9264,"Signs Experts",01143601888,www.signs-experts.co.uk," sales@signs-experts.co.uk","Sheffield Business Directory","  Sign Makers"
9265,"SECAS Training  Ltd.","0114 252 7550",www.secas.co.uk," enquiries@secas.co.uk","Sheffield Business Directory","  Teaching & Training"
9266,"Karin Schimmelschulze",07939883735,," k.schimmelschulze@btinternet.com","Sheffield Business Directory","  Teaching & Training"
9267,"Safe Life SHE Management Ltd","0114 275 2151",http://www.safe-life.co.uk," safelife-training@btconnect.com","Sheffield Business Directory","  Teaching & Training"
9268,"Team Fostering Ltd ","01142 617762",www.teamfostering.co.uk," team.fostering.ad@gmail.com","Sheffield Business Directory","  Teaching & Training"
9269,"Learn to Communicate Private Speech Therapy",07793408597,www.learntocommunicate.co.uk," vcrooksslt@gmail.com","Sheffield Business Directory","  Teaching & Training"
9270,"Support 4 Dyslexia",01142473788,www.support4dyslexia.co.uk," s4d.enquiry@gmail.com","Sheffield Business Directory","  Teaching & Training"
9271,"A Mind Apart Theatre Company","0114 232 1172",https://www.amindapart.org.uk/contact/," info@amindapart.org.uk","Sheffield Business Directory","  Teaching & Training"
9272,"Peak District Mountain Bike Riding",07941212719,www.pdmbr.co.uk," info@pdmbr.co.uk","Sheffield Business Directory","  Teaching & Training"
9273,"PUMA Bartitsu Self Defence & Martial Arts",07847332918,https://www.facebook.com/pumabartitsu," tam.mcp@gmail.com","Sheffield Business Directory","  Teaching & Training"
9274,"A2B TRAVEL MINIBUSES",07861308750,a2btravel.info," <a href="mailto:a2btravelsheffield@gmail.com?subject=Enquiry via Chesterfield Business Directory">a2btravelsheffield@gmail.com</a>","Sheffield Business Directory","  Transport"
9275,"Mark Smithson Transport","01226 380809",www.mst.uk.com," mark@mst.uk.com","Sheffield Business Directory","  Transport"
9276,"R&E Haulage Ltd",01142430220,," rryuk@yahoo.com  /   sue.youel@talk21.com","Sheffield Business Directory","  Transport"
9277,"Retail Cooling Solutions","07961 536321",," robharry1978@gmail.com","Sheffield Business Directory","  Transport"
9278,"Three Shires Removals",07944739697,www.three-shires.co.uk," threeshiress81@outlook.com","Sheffield Business Directory","  Transport"
9279,"Andrews Removals & Storage",01142450110,www.andrewsremovals.co.uk," info@andrewsremovals.com","Sheffield Business Directory","  Transport"
9280,"Acorn Removals","0114 233 2897",http://www.acornremovals.net/," ronaldhaslam@btinternet.com","Sheffield Business Directory","  Transport"
9281,"Cycles in Motion",07764945038/07759027388,www.cyclesinmotion.co.uk," cyclesinmotion@live.co.uk","Sheffield Business Directory","  Transport"
9282,"Rapid Passports","0207 043 2167",https://www.britishpassportsuk.co.uk/," contact@britishpassports.net","Sheffield Business Directory","  Travel & Tourism"
9283,"American Pie Limos ","0800 0482 298",https://www.americanpielimos.co.uk/," americanpiegroup@gmail.com","Sheffield Business Directory","  Travel & Tourism"
9284,"London Chauffeurs of Distinction",,http://supremechauffeurs.com/," submission02@gmail.com","Sheffield Business Directory","  Travel & Tourism"
9285,"Minibus Hire Liverpool","0151 665 0025",https://www.minibushireliverpool.org/," submission02@gmail.com","Sheffield Business Directory","  Travel & Tourism"
9286,"Smooth Hound","01242 529509",www.smoothhound.co.uk/rotherha.html," info@smoothhound.co.uk","Sheffield Business Directory","  Travel & Tourism"
9287,"Yellow Bus Events","0114 230 4397",www.yellowbusevents.co.uk,,"Sheffield Business Directory","  Travel & Tourism"
9288,"Jurys Inn Sheffield Hotel","+44 114 291 2222",http://www.jurysinns.com/," Udeen.Bahiy@gmail.com","Sheffield Business Directory","  Travel & Tourism"
9289,"easyHotel Sheffield","0114 349 8450",https://www.easyhotel.com/," marketing@easyhotel.com","Sheffield Business Directory","  Travel & Tourism"
9290,"Wildcat Camping",07845677703,www.wildcatcamping.co.uk," enquiries@wildcatcamping.co.uk","Sheffield Business Directory","  Travel & Tourism"
9291,"Fair Wedding Days",07881991038,www.fairweddingdays.co.uk," fairweddingdays@sky.com","Sheffield Business Directory","  Wedding Services"
9292,"Legends Wedding Services","01142 693548",www.legendsweddingservices.co.uk," enquiries@legendsweddingservices.co.uk","Sheffield Business Directory","  Wedding Services"
9293,"Little White Book ","0114 2449289 or 07515697130",www.littlewhitebookwedding.co.uk," thelittlewhitebook@me.com","Sheffield Business Directory","  Wedding Services"
9294,"Firefly Weddings","0114 251 7829",www.fireflyeventmanagement.co.uk," info@fireflyeventmanagement.com","Sheffield Business Directory","  Wedding Services"
9295,"Stag Do Sheffield"," +44 1773 766006",https://www.stagweekends.co.uk/sheffield-stag-party/," johntarr189@yahoo.com","Sheffield Business Directory","  Wedding Services"
9296,"Milestone Marquees","07756 011 515",https://www.milestonemarquees.co.uk/," milestonemarquees@mail.com","Sheffield Business Directory","  Wedding Services"
9297,"Go Bounce ","014 2884673",www.bouncycastlehire-sheffield.co.uk," info@bouncycastlehire-sheffield.co.uk","Sheffield Business Directory","  Wedding Services"
9298,"Boho Weddings and Events","0114 2854532 /  07989431821",www.bohoweddingsandevents.com," kelly@bohoweddingsandevents.com","Sheffield Business Directory","  Wedding Services"
9299,"Cupid Carriages","0800 316 7588",http://www.cupidcarriages.co.uk," info@cupidcarriages.co.uk","Sheffield Business Directory","  Wedding Services"
9629,"Sheffield Translation Services","+44 114 438 7990",https://sheffieldtranslation.co.uk/,,"UK Small Business","Translation Services in South Yorkshire"
9630,"ESP Projects",03302020118,http://www.espprojects.co.uk,,"UK Small Business","Website Designers in South Yorkshire"
9631,Merlx,07493113103,https://www.merlx.co.uk/,,"UK Small Business","Electricians in East Yorkshire"
9632,"Local SEO Group Sheffield ðŸ¥‡","0114 319 0940",https://localseo.group/service-areas/seo-sheffield/,,"UK Small Business","Search Engine Optimisation in South Yorkshire"
9633,"Etail Tech Ltd",07973754741,http://simplymylove.co.uk,,"UK Small Business","eCommerce in South Yorkshire"
9634,"The Hair Salon","0114 2344025",http://www.the-hair-salon.co.uk,,"UK Small Business","hairdressers in South Yorkshire"
9635,"Tom Wright ",N/A,http://www.tommymagic.co.uk,,"UK Small Business","Entertainment in South Yorkshire"
9636,"The SEO Works",08002922410,,,"UK Small Business","SEO Services in South Yorkshire"
9637,"Sheffield Money",N/A,,,"UK Small Business","Mortgage Brokers in South Yorkshire"
9638," mobile-signal-boosters.shop ",N/A,https://www.mobile-signal-boosters.shop/,,"UK Small Business","Telecommunications in South Yorkshire"
9639,Mobile-signal-boosters.shop,+448000698689,https://www.mobile-signal-boosters.shop/,,"UK Small Business","Mobility Equipment Suppliers in UK"
9640,"Fletchers Waste Management","0114 2445006",https://www.fletcherswaste.co.uk/,,"UK Small Business","Skip Hire in South Yorkshire"
9641,"Fast Skips","0330 1246812",https://www.fastskips.co.uk/,,"UK Small Business","Skip Hire in South Yorkshire"
9642,"Mr Rubble Skip Hire Ltd","0114 2366222",https://www.mrrubble.co.uk,,"UK Small Business","Waste and Recycling in South Yorkshire"
9643,"Hair Medic Sheffield","0330 660 0648",,,"UK Small Business","Trichologists in South Yorkshire"
9644,"Birchwood & Co Case Management Ltd","0114 400 0188",https://www.birchwoodandcompany.com/,,"UK Small Business","Health in South Yorkshire"
9645,"Maria Atherley Sound Therapy",07877655487,https://www.mariaatherley.com/,,"UK Small Business","Healing in South Yorkshire"
9646,"Dixons Skips","0114 242 3054",https://www.dixons-skips.co.uk/,,"UK Small Business","Skip Hire in South Yorkshire"
9647,"Football Trophies",07583679846,https://footballtrophy.co.uk,,"UK Small Business","Trophy Supplies in South Yorkshire"
9648,"SEO Leaders Ltd","0114 2055645",https://www.seoleaders.co.uk,,"UK Small Business","Website Marketing Experts in South Yorkshire"
9649,"We Love Pets North Sheffield & Rotherham",N/A,https://we-love-pets.co.uk/areas-covered/north-sheffield/,,"UK Small Business","Dog Walkers in South Yorkshire"
9650,"UK Exhibition Stands",N/A,https://www.uk-exhibitionstands.co.uk/,,"UK Small Business","Exhibition Services in South Yorkshire"
9651,PowerstarTX,N/A,https://powerstartx.com/,,"UK Small Business","Energy Management in South Yorkshire"
9652,"Click Solicitors",N/A,https://clicksolicitors.co.uk/,,"UK Small Business","Solicitors in South Yorkshire"
9653,"360 Virtual View",01143830711,https://360virtualview.co.uk,,"UK Small Business","Photographers in South Yorkshire"
9654,Nankivells,"0114 2768811",http://www.nankivells.com,,"UK Small Business","kitchens in South Yorkshire"
9655,"Strawberry Student Homes","0114 2668315",https://www.strawberrystudenthomes.co.uk/,,"UK Small Business","Accommodation in South Yorkshire"
9656,"BDP Agency","0333 200 1860",https://www.businessdataprospects.com/,,"UK Small Business","Marketing Experts in South Yorkshire"
9657,"Wilford Smith Solicitors","0114 205 1768",https://www.wilfordsmith.com/,,"UK Small Business","Legal Services in South Yorkshire"
9658,BestLoans,+441143190937,https://bestloans.net,,"UK Small Business","Financial Services in South Yorkshire"
9659,"Wilford Smith Solicitors.","0114 205 1768",https://www.wilfordsmith.com/,,"UK Small Business","Solicitors in South Yorkshire"
9660,"Envision Hypnotherapy and Life Coaching",07976701223,https://www.hypnotherapy-sheffield.co.uk,,"UK Small Business","Hypnotherapy in South Yorkshire"
9661,"Clearance and Cleanup","0800 410 1086",http://www.clearanceandcleanup.co.uk/,,"UK Small Business","House Clearance in South Yorkshire"
9662,"Eagle Platforms","0344 693 3303",http://eagleplatforms.com/,,"UK Small Business","Access equipment in South Yorkshire"
9663,"Fletchers Metals & Waste Recycling","0114 467 2007",https://www.fletcherswaste.co.uk/,,"UK Small Business","Waste and Recycling in South Yorkshire"
9664,"Twelo Ltd","0845 2262928",http://www.twelo.com,,"UK Small Business","eCommerce in South Yorkshire"
9665,"The Pension Planner","0114 324 0652",http://www.thepensionplanner.co.uk/,,"UK Small Business","Financial Services in South Yorkshire"
9666,"Sheffield Property To Let",N/A,http://www.sheffieldpropertytolet.co.uk,,"UK Small Business","Letting Agents in South Yorkshire"
9667,"Clear Line","0114 231 5444",http://www.clear-line.co.uk,,"UK Small Business","Glass and Glazing in South Yorkshire"
9668,"The Kirby Group","0845 241 6777",http://www.thekirbygroup.co.uk,,"UK Small Business","Security Services in South Yorkshire"
9669,"Norrie Waite & Slater",08003345301,http://www.norriewaite.co.uk/,,"UK Small Business","Solicitors in South Yorkshire"
9670,"Sports Trophy Co","0800 542 0396",https://www.sportstrophy.co.uk,,"UK Small Business","Trophy Supplies in South Yorkshire"
9671,AllSensesArt,07739959951,http://www.allsensesart.com,,"UK Small Business","Art in South Yorkshire"
9672,"Style Workwear Limited",01142798136,http://www.styleww.co.uk,,"UK Small Business","workwear in South Yorkshire"
9673," The Hair Salon",01142344025,http://www.the-hair-salon.co.uk,,"UK Small Business","hair and beauty in South Yorkshire"
9674,"G & M Locksmiths ",N/A,https://www.gmlocksmiths.co.uk,,"UK Small Business","Locksmiths in South Yorkshire"
